2.17,3.13,1.97,2.34,2.92,3.14,2.78,2.82,0.49,1012242.00
2.17,3.13,1.97,2.34,2.92,3.14,2.78,2.82,1.30,1013249.00
2.17,3.12,1.96,2.34,2.92,3.13,2.78,2.82,0.86,1014254.00
2.17,3.13,1.97,2.34,2.92,3.14,2.78,2.82,2.44,1015261.00
2.17,3.13,1.96,2.34,2.92,3.13,2.78,2.81,1.85,1016267.00
2.17,3.12,1.96,2.34,2.92,3.13,2.78,2.81,2.43,1017273.00
2.17,3.12,1.96,2.34,2.92,3.13,2.77,2.81,2.17,1018279.00
2.17,3.12,1.96,2.34,2.92,3.13,2.77,2.81,2.04,1019286.00
2.17,3.12,1.96,2.33,2.92,3.13,2.77,2.80,2.39,1020292.00
2.17,3.12,1.96,2.33,2.91,3.13,2.77,2.80,1.68,1021298.00
2.17,3.12,1.96,2.34,2.92,3.13,2.77,2.80,2.40,1022305.00
2.17,3.12,1.96,2.34,2.92,3.13,2.77,2.80,1.60,1023311.00
2.17,3.12,1.96,2.33,2.92,3.13,2.77,2.80,2.15,1024317.00
2.16,3.12,1.96,2.33,2.91,3.13,2.77,2.79,1.78,1025324.00
2.16,3.12,1.96,2.33,2.91,3.13,2.77,2.79,1.74,1026330.00
2.17,3.12,1.96,2.33,2.91,3.13,2.77,2.79,2.08,1027336.00
2.16,3.12,1.96,2.33,2.91,3.13,2.77,2.79,1.44,1028342.00
2.16,3.12,1.96,2.33,2.91,3.13,2.77,2.78,2.18,1029349.00
2.16,3.12,1.96,2.33,2.91,3.13,2.77,2.78,1.42,1030354.00
2.16,3.12,1.96,2.33,2.91,3.13,2.77,2.78,1.97,1031361.00
2.16,3.12,1.96,2.33,2.91,3.13,2.77,2.78,1.70,1032368.00
2.16,3.12,1.96,2.33,2.91,3.13,2.77,2.78,1.55,1033373.00
2.16,3.12,1.96,2.33,2.91,3.13,2.77,2.78,2.04,1034380.00
2.16,3.12,1.96,2.33,2.91,3.13,2.77,2.77,1.30,1035386.00
2.16,3.11,1.96,2.33,2.91,3.13,2.77,2.77,2.08,1036392.00
2.16,3.11,1.96,2.33,2.91,3.13,2.77,2.77,1.47,1037399.00
2.16,3.11,1.96,2.32,2.90,3.13,2.77,2.77,1.74,1038405.00
2.16,3.11,1.96,2.32,2.90,3.13,2.77,2.76,1.88,1039411.00
2.16,3.11,1.96,2.32,2.90,3.12,2.76,2.76,1.37,1040417.00
2.16,3.11,1.96,2.32,2.90,3.13,2.76,2.76,2.11,1041424.00
2.16,3.11,1.96,2.32,2.90,3.12,2.76,2.76,1.34,1042429.00
2.15,3.11,1.96,2.32,2.90,3.12,2.76,2.75,1.91,1043436.00
2.15,3.11,1.96,2.32,2.90,3.12,2.76,2.75,1.67,1044443.00
2.15,3.11,1.96,2.32,2.90,3.12,2.76,2.75,1.49,1045448.00
2.15,3.11,1.96,2.32,2.90,3.12,2.76,2.75,2.02,1046455.00
2.15,3.11,1.96,2.32,2.90,3.12,2.76,2.75,1.27,1047461.00
2.15,3.11,1.96,2.32,2.90,3.13,2.76,2.75,2.03,1048467.00
2.15,3.11,1.96,2.32,2.90,3.12,2.76,2.74,1.44,1049474.00
2.15,3.11,1.96,2.32,2.90,3.12,2.76,2.74,1.71,1050480.00
2.15,3.11,1.96,2.32,2.90,3.12,2.76,2.74,1.80,1051487.00
2.15,3.11,1.96,2.32,2.90,3.12,2.76,2.74,1.26,1052492.00
2.15,3.11,1.96,2.31,2.90,3.12,2.76,2.74,1.90,1053499.00
2.15,3.11,1.96,2.31,2.89,3.12,2.76,2.74,1.17,1054505.00
2.15,3.11,1.96,2.31,2.90,3.12,2.75,2.73,1.88,1055511.00
2.15,3.11,1.96,2.31,2.89,3.12,2.75,2.73,1.46,1056518.00
2.15,3.11,1.96,2.31,2.90,3.12,2.76,2.73,1.61,1057524.00
2.15,3.11,1.96,2.31,2.90,3.12,2.76,2.73,1.94,1058530.00
2.14,3.10,1.96,2.31,2.90,3.12,2.75,2.73,1.37,1059536.00
2.15,3.10,1.96,2.31,2.90,3.12,2.76,2.73,2.13,1060543.00
2.14,3.10,1.96,2.31,2.89,3.12,2.75,2.72,1.36,1061549.00
2.14,3.10,1.96,2.31,2.89,3.12,2.75,2.72,1.97,1062555.00
2.14,3.10,1.96,2.31,2.89,3.12,2.75,2.72,1.59,1063562.00
2.14,3.10,1.96,2.31,2.89,3.12,2.75,2.72,1.64,1064567.00
2.14,3.10,1.96,2.30,2.89,3.12,2.75,2.72,1.93,1065574.00
2.14,3.10,1.96,2.30,2.89,3.12,2.75,2.71,1.35,1066580.00
2.14,3.10,1.96,2.30,2.89,3.12,2.75,2.72,2.09,1067586.00
2.14,3.10,1.96,2.30,2.89,3.11,2.75,2.71,1.30,1068593.00
2.14,3.10,1.96,2.30,2.89,3.12,2.75,2.71,1.97,1069599.00
2.14,3.10,1.96,2.30,2.89,3.12,2.75,2.71,1.49,1070605.00
2.14,3.10,1.96,2.30,2.89,3.12,2.75,2.71,1.69,1071611.00
2.14,3.10,1.96,2.30,2.89,3.11,2.75,2.71,1.82,1072618.00
2.14,3.10,1.96,2.30,2.89,3.11,2.75,2.71,1.38,1073624.00
2.14,3.10,1.96,2.30,2.89,3.11,2.75,2.71,2.02,1074630.00
2.14,3.10,1.96,2.30,2.88,3.11,2.74,2.70,1.25,1075637.00
2.14,3.10,1.96,2.30,2.89,3.11,2.74,2.70,2.03,1076642.00
2.14,3.10,1.96,2.30,2.88,3.11,2.74,2.70,1.36,1077649.00
2.14,3.10,1.96,2.30,2.89,3.11,2.74,2.70,1.84,1078656.00
2.14,3.10,1.96,2.30,2.88,3.11,2.74,2.70,1.60,1079661.00
2.13,3.09,1.96,2.30,2.88,3.11,2.74,2.70,1.54,1080668.00
2.13,3.09,1.96,2.29,2.88,3.11,2.74,2.70,1.89,1081674.00
2.13,3.09,1.96,2.29,2.88,3.11,2.74,2.70,1.32,1082680.00
2.13,3.09,1.96,2.29,2.88,3.11,2.74,2.69,2.05,1083686.00
2.13,3.09,1.96,2.29,2.88,3.11,2.74,2.69,1.25,1084693.00
2.13,3.09,1.96,2.29,2.88,3.11,2.74,2.69,2.00,1085699.00
2.13,3.09,1.96,2.29,2.88,3.11,2.74,2.69,1.39,1086705.00
2.13,3.09,1.95,2.29,2.88,3.11,2.74,2.69,1.80,1087712.00
2.13,3.09,1.96,2.29,2.88,3.11,2.74,2.68,1.62,1088717.00
2.13,3.09,1.96,2.29,2.88,3.11,2.74,2.68,1.52,1089724.00
2.13,3.09,1.96,2.29,2.88,3.11,2.74,2.68,1.89,1090731.00
2.13,3.09,1.95,2.29,2.88,3.11,2.74,2.68,1.32,1091736.00
2.13,3.09,1.95,2.29,2.88,3.11,2.74,2.68,2.05,1092743.00
2.13,3.09,1.96,2.29,2.88,3.11,2.74,2.68,1.25,1093749.00
2.13,3.09,1.96,2.28,2.88,3.11,2.74,2.68,2.00,1094755.00
2.13,3.09,1.95,2.28,2.88,3.10,2.74,2.68,1.37,1095761.00
2.12,3.09,1.95,2.28,2.88,3.10,2.74,2.68,1.81,1096767.00
2.12,3.09,1.95,2.28,2.87,3.10,2.74,2.68,1.61,1097774.00
2.12,3.09,1.95,2.28,2.87,3.10,2.73,2.68,1.52,1098780.00
2.12,3.09,1.95,2.28,2.87,3.10,2.73,2.67,1.89,1099786.00
2.12,3.09,1.95,2.28,2.87,3.10,2.73,2.67,1.31,1100792.00
2.12,3.09,1.95,2.28,2.87,3.10,2.73,2.67,2.05,1101799.00
2.12,3.08,1.95,2.28,2.87,3.10,2.74,2.67,1.25,1102804.00
2.12,3.08,1.95,2.28,2.87,3.10,2.74,2.67,1.98,1103811.00
2.12,3.08,1.95,2.28,2.87,3.10,2.74,2.67,1.41,1104818.00
2.12,3.08,1.95,2.28,2.87,3.10,2.74,2.67,1.74,1105823.00
2.12,3.08,1.95,2.27,2.87,3.10,2.74,2.67,1.69,1106830.00
2.12,3.08,1.95,2.27,2.87,3.10,2.74,2.67,1.42,1107836.00
2.12,3.08,1.95,2.27,2.87,3.10,2.74,2.67,1.96,1108842.00
2.12,3.08,1.95,2.27,2.87,3.10,2.74,2.66,1.24,1109849.00
